TIME_PERIOD;TYPE;UNIT;VALUE;;CONF_STATUS
2021-01;Combustible fuels;Percentage;89.024;;
2021-02;Combustible fuels;Percentage;86.929;;
2021-03;Combustible fuels;Percentage;85.008;;
2021-04;Combustible fuels;Percentage;83.647;;
2021-05;Combustible fuels;Percentage;82.054;;
2021-06;Combustible fuels;Percentage;88.072;;
2021-07;Combustible fuels;Percentage;89.080;;
2021-08;Combustible fuels;Percentage;86.803;;
2021-09;Combustible fuels;Percentage;87.381;;
2021-10;Combustible fuels;Percentage;81.094;;
2021-11;Combustible fuels;Percentage;86.059;;
2021-12;Combustible fuels;Percentage;86.318;;
2022-01;Combustible fuels;Percentage;80.238;;
2022-02;Combustible fuels;Percentage;75.831;;
2022-03;Combustible fuels;Percentage;84.932;;
2022-04;Combustible fuels;Percentage;79.856;;
2022-05;Combustible fuels;Percentage;79.614;;
2022-06;Combustible fuels;Percentage;81.674;;
2022-07;Combustible fuels;Percentage;79.786;;
2022-08;Combustible fuels;Percentage;84.215;;
2022-09;Combustible fuels;Percentage;83.416;;
2022-10;Combustible fuels;Percentage;80.801;;
2022-11;Combustible fuels;Percentage;87.623;;
2022-12;Combustible fuels;Percentage;83.770;;
2023-01;Combustible fuels;Percentage;79.462;;
2023-02;Combustible fuels;Percentage;77.506;;
2023-03;Combustible fuels;Percentage;75.063;;
2023-04;Combustible fuels;Percentage;75.929;;
2023-05;Combustible fuels;Percentage;70.820;;
2023-06;Combustible fuels;Percentage;73.947;;
2023-07;Combustible fuels;Percentage;72.126;;
2023-08;Combustible fuels;Percentage;74.579;;
2023-09;Combustible fuels;Percentage;75.136;;
2023-10;Combustible fuels;Percentage;74.046;;
2023-11;Combustible fuels;Percentage;79.190;;
2023-12;Combustible fuels;Percentage;75.098;;
2024-01;Combustible fuels;Percentage;75.409;;
2024-02;Combustible fuels;Percentage;73.418;;
2024-03;Combustible fuels;Percentage;72.469;;
2024-04;Combustible fuels;Percentage;69.363;;
2024-05;Combustible fuels;Percentage;66.424;;
2024-06;Combustible fuels;Percentage;71.354;;
2024-07;Combustible fuels;Percentage;70.797;;
2024-08;Combustible fuels;Percentage;72.087;;
2024-09;Combustible fuels;Percentage;68.746;;
2024-10;Combustible fuels;Percentage;74.946;;
2024-11;Combustible fuels;Percentage;79.733;;
2024-12;Combustible fuels;Percentage;79.465;;
2025-01;Combustible fuels;Percentage;76.342;;
2025-02;Combustible fuels;Percentage;82.603;;
2025-03;Combustible fuels;Percentage;72.275;;
2025-04;Combustible fuels;Percentage;66.298;;
2025-05;Combustible fuels;Percentage;64.631;;
2025-06;Combustible fuels;Percentage;57.412;;
2025-07;Combustible fuels;Percentage;67.290;;
2025-08;Combustible fuels;Percentage;65.402;;
2017-01;Combustible fuels - non-renewable;Gigawatt-hour;103.236;;
2017-02;Combustible fuels - non-renewable;Gigawatt-hour;98.819;;
2017-03;Combustible fuels - non-renewable;Gigawatt-hour;98.581;;
2017-04;Combustible fuels - non-renewable;Gigawatt-hour;121.552;;
2017-05;Combustible fuels - non-renewable;Gigawatt-hour;118.626;;
2017-06;Combustible fuels - non-renewable;Gigawatt-hour;127.147;;
2017-07;Combustible fuels - non-renewable;Gigawatt-hour;140.577;;
2017-08;Combustible fuels - non-renewable;Gigawatt-hour;159.349;;
2017-09;Combustible fuels - non-renewable;Gigawatt-hour;84.137;;
2017-10;Combustible fuels - non-renewable;Gigawatt-hour;95.758;;
2017-11;Combustible fuels - non-renewable;Gigawatt-hour;82.504;;
2017-12;Combustible fuels - non-renewable;Gigawatt-hour;83.665;;
2018-01;Combustible fuels - non-renewable;Gigawatt-hour;94.730;;
2018-02;Combustible fuels - non-renewable;Gigawatt-hour;92.715;;
2018-03;Combustible fuels - non-renewable;Gigawatt-hour;105.847;;
2018-04;Combustible fuels - non-renewable;Gigawatt-hour;65.746;;
2018-05;Combustible fuels - non-renewable;Gigawatt-hour;102.054;;
2018-06;Combustible fuels - non-renewable;Gigawatt-hour;105.929;;
2018-07;Combustible fuels - non-renewable;Gigawatt-hour;115.220;;
2018-08;Combustible fuels - non-renewable;Gigawatt-hour;107.701;;
2018-09;Combustible fuels - non-renewable;Gigawatt-hour;103.229;;
2018-10;Combustible fuels - non-renewable;Gigawatt-hour;109.716;;
2018-11;Combustible fuels - non-renewable;Gigawatt-hour;108.311;;
2018-12;Combustible fuels - non-renewable;Gigawatt-hour;102.940;;
2019-01;Combustible fuels - non-renewable;Gigawatt-hour;98.348;;
2019-02;Combustible fuels - non-renewable;Gigawatt-hour;70.730;;
2019-03;Combustible fuels - non-renewable;Gigawatt-hour;90.399;;
2019-04;Combustible fuels - non-renewable;Gigawatt-hour;93.124;;
2019-05;Combustible fuels - non-renewable;Gigawatt-hour;86.020;;
2019-06;Combustible fuels - non-renewable;Gigawatt-hour;90.691;;
2019-07;Combustible fuels - non-renewable;Gigawatt-hour;106.778;;
2019-08;Combustible fuels - non-renewable;Gigawatt-hour;100.318;;
2019-09;Combustible fuels - non-renewable;Gigawatt-hour;90.012;;
2019-10;Combustible fuels - non-renewable;Gigawatt-hour;108.818;;
2019-11;Combustible fuels - non-renewable;Gigawatt-hour;83.215;;
2019-12;Combustible fuels - non-renewable;Gigawatt-hour;81.854;;
2020-01;Combustible fuels - non-renewable;Gigawatt-hour;90.626;;
2020-02;Combustible fuels - non-renewable;Gigawatt-hour;97.996;;
2020-03;Combustible fuels - non-renewable;Gigawatt-hour;114.103;;
2020-04;Combustible fuels - non-renewable;Gigawatt-hour;72.093;;
2020-05;Combustible fuels - non-renewable;Gigawatt-hour;80.199;;
2020-06;Combustible fuels - non-renewable;Gigawatt-hour;88.308;;
2020-07;Combustible fuels - non-renewable;Gigawatt-hour;98.590;;
2020-08;Combustible fuels - non-renewable;Gigawatt-hour;94.638;;
2020-09;Combustible fuels - non-renewable;Gigawatt-hour;83.959;;
2020-10;Combustible fuels - non-renewable;Gigawatt-hour;94.870;;
2020-11;Combustible fuels - non-renewable;Gigawatt-hour;96.959;;
2020-12;Combustible fuels - non-renewable;Gigawatt-hour;104.045;;
2021-01;Combustible fuels - non-renewable;Gigawatt-hour;88.001;;
2021-02;Combustible fuels - non-renewable;Gigawatt-hour;102.490;;
2021-03;Combustible fuels - non-renewable;Gigawatt-hour;100.772;;
2021-04;Combustible fuels - non-renewable;Gigawatt-hour;110.843;;
2021-05;Combustible fuels - non-renewable;Gigawatt-hour;121.525;;
2021-06;Combustible fuels - non-renewable;Gigawatt-hour;127.927;;
2021-07;Combustible fuels - non-renewable;Gigawatt-hour;100.963;;
2021-08;Combustible fuels - non-renewable;Gigawatt-hour;104.235;;
2021-09;Combustible fuels - non-renewable;Gigawatt-hour;95.997;;
2021-10;Combustible fuels - non-renewable;Gigawatt-hour;87.301;;
2021-11;Combustible fuels - non-renewable;Gigawatt-hour;90.950;;
2021-12;Combustible fuels - non-renewable;Gigawatt-hour;95.998;;
2022-01;Combustible fuels - non-renewable;Gigawatt-hour;110.219;;
2022-02;Combustible fuels - non-renewable;Gigawatt-hour;109.462;;
2022-03;Combustible fuels - non-renewable;Gigawatt-hour;107.210;;
2022-04;Combustible fuels - non-renewable;Gigawatt-hour;97.834;;
2022-05;Combustible fuels - non-renewable;Gigawatt-hour;101.727;;
2022-06;Combustible fuels - non-renewable;Gigawatt-hour;78.367;;
2022-07;Combustible fuels - non-renewable;Gigawatt-hour;104.999;;
2022-08;Combustible fuels - non-renewable;Gigawatt-hour;99.335;;
2022-09;Combustible fuels - non-renewable;Gigawatt-hour;69.237;;
2022-10;Combustible fuels - non-renewable;Gigawatt-hour;80.154;;
2022-11;Combustible fuels - non-renewable;Gigawatt-hour;86.633;;
2022-12;Combustible fuels - non-renewable;Gigawatt-hour;89.343;;
2023-01;Combustible fuels - non-renewable;Gigawatt-hour;85.141;;
2023-02;Combustible fuels - non-renewable;Gigawatt-hour;85.289;;
2023-03;Combustible fuels - non-renewable;Gigawatt-hour;69.486;;
2023-04;Combustible fuels - non-renewable;Gigawatt-hour;98.982;;
2023-05;Combustible fuels - non-renewable;Gigawatt-hour;98.073;;
2023-06;Combustible fuels - non-renewable;Gigawatt-hour;105.137;;
2023-07;Combustible fuels - non-renewable;Gigawatt-hour;89.372;;
2023-08;Combustible fuels - non-renewable;Gigawatt-hour;92.004;;
2023-09;Combustible fuels - non-renewable;Gigawatt-hour;103.803;;
2023-10;Combustible fuels - non-renewable;Gigawatt-hour;109.304;;
2023-11;Combustible fuels - non-renewable;Gigawatt-hour;96.564;;
2023-12;Combustible fuels - non-renewable;Gigawatt-hour;109.505;;
2024-01;Combustible fuels - non-renewable;Gigawatt-hour;103.881;;
2024-02;Combustible fuels - non-renewable;Gigawatt-hour;100.408;;
2024-03;Combustible fuels - non-renewable;Gigawatt-hour;105.286;;
2024-04;Combustible fuels - non-renewable;Gigawatt-hour;100.885;;
2024-05;Combustible fuels - non-renewable;Gigawatt-hour;103.001;;
2024-06;Combustible fuels - non-renewable;Gigawatt-hour;91.232;;
2024-07;Combustible fuels - non-renewable;Gigawatt-hour;119.111;;
2024-08;Combustible fuels - non-renewable;Gigawatt-hour;96.323;;
2024-09;Combustible fuels - non-renewable;Gigawatt-hour;117.371;;
2024-10;Combustible fuels - non-renewable;Gigawatt-hour;98.43;;
2024-11;Combustible fuels - non-renewable;Gigawatt-hour;86.677;;
2024-12;Combustible fuels - non-renewable;Gigawatt-hour;97.287;;
2025-01;Combustible fuels - non-renewable;Gigawatt-hour;91.74;;
2025-02;Combustible fuels - non-renewable;Gigawatt-hour;86.895;;
2025-03;Combustible fuels - non-renewable;Gigawatt-hour;101.858;;
2025-04;Combustible fuels - non-renewable;Gigawatt-hour;107.223;;
2025-05;Combustible fuels - non-renewable;Gigawatt-hour;79.689;;
2025-06;Combustible fuels - non-renewable;Gigawatt-hour;105.280;;
2025-07;Combustible fuels - non-renewable;Gigawatt-hour;154.933;;
2025-08;Combustible fuels - non-renewable;Gigawatt-hour;112.913;;
2017-01;Combustible fuels - non-renewable;Percentage;0.696;;
2017-02;Combustible fuels - non-renewable;Percentage;0.751;;
2017-03;Combustible fuels - non-renewable;Percentage;0.754;;
2017-04;Combustible fuels - non-renewable;Percentage;0.998;;
2017-05;Combustible fuels - non-renewable;Percentage;0.974;;
2017-06;Combustible fuels - non-renewable;Percentage;1.074;;
2017-07;Combustible fuels - non-renewable;Percentage;1.149;;
2017-08;Combustible fuels - non-renewable;Percentage;1.296;;
2017-09;Combustible fuels - non-renewable;Percentage;0.685;;
2017-10;Combustible fuels - non-renewable;Percentage;0.727;;
2017-11;Combustible fuels - non-renewable;Percentage;0.618;;
2017-12;Combustible fuels - non-renewable;Percentage;0.615;;
2018-01;Combustible fuels - non-renewable;Percentage;0.687;;
2018-02;Combustible fuels - non-renewable;Percentage;0.719;;
2018-03;Combustible fuels - non-renewable;Percentage;0.766;;
2018-04;Combustible fuels - non-renewable;Percentage;0.564;;
2018-05;Combustible fuels - non-renewable;Percentage;0.871;;
2018-06;Combustible fuels - non-renewable;Percentage;0.888;;
2018-07;Combustible fuels - non-renewable;Percentage;0.894;;
2018-08;Combustible fuels - non-renewable;Percentage;0.842;;
2018-09;Combustible fuels - non-renewable;Percentage;0.842;;
2018-10;Combustible fuels - non-renewable;Percentage;0.834;;
2018-11;Combustible fuels - non-renewable;Percentage;0.819;;
2018-12;Combustible fuels - non-renewable;Percentage;0.736;;
2019-01;Combustible fuels - non-renewable;Percentage;0.676;;
2019-02;Combustible fuels - non-renewable;Percentage;0.573;;
2019-03;Combustible fuels - non-renewable;Percentage;0.703;;
2019-04;Combustible fuels - non-renewable;Percentage;0.787;;
2019-05;Combustible fuels - non-renewable;Percentage;0.715;;
2019-06;Combustible fuels - non-renewable;Percentage;0.778;;
2019-07;Combustible fuels - non-renewable;Percentage;0.896;;
2019-08;Combustible fuels - non-renewable;Percentage;0.840;;
2019-09;Combustible fuels - non-renewable;Percentage;0.772;;
2019-10;Combustible fuels - non-renewable;Percentage;0.867;;
2019-11;Combustible fuels - non-renewable;Percentage;0.677;;
2019-12;Combustible fuels - non-renewable;Percentage;0.625;;
2020-01;Combustible fuels - non-renewable;Percentage;0.674;;
2020-02;Combustible fuels - non-renewable;Percentage;0.783;;
2020-03;Combustible fuels - non-renewable;Percentage;0.926;;
2020-04;Combustible fuels - non-renewable;Percentage;0.686;;
2020-05;Combustible fuels - non-renewable;Percentage;0.758;;
2020-06;Combustible fuels - non-renewable;Percentage;0.846;;
2020-07;Combustible fuels - non-renewable;Percentage;0.874;;
2020-08;Combustible fuels - non-renewable;Percentage;0.833;;
2020-09;Combustible fuels - non-renewable;Percentage;0.726;;
2020-10;Combustible fuels - non-renewable;Percentage;0.754;;
2020-11;Combustible fuels - non-renewable;Percentage;0.763;;
2020-12;Combustible fuels - non-renewable;Percentage;0.768;;
2021-01;Combustible fuels - non-renewable;Percentage;0.614;;
2021-02;Combustible fuels - non-renewable;Percentage;0.800;;
2021-03;Combustible fuels - non-renewable;Percentage;0.759;;
2021-04;Combustible fuels - non-renewable;Percentage;0.878;;
2021-05;Combustible fuels - non-renewable;Percentage;0.986;;
2021-06;Combustible fuels - non-renewable;Percentage;1.027;;
2021-07;Combustible fuels - non-renewable;Percentage;0.755;;
2021-08;Combustible fuels - non-renewable;Percentage;0.789;;
2021-09;Combustible fuels - non-renewable;Percentage;0.689;;
2021-10;Combustible fuels - non-renewable;Percentage;0.596;;
2021-11;Combustible fuels - non-renewable;Percentage;0.622;;
2021-12;Combustible fuels - non-renewable;Percentage;0.613;;
2022-01;Combustible fuels - non-renewable;Percentage;0.731;;
2022-02;Combustible fuels - non-renewable;Percentage;0.809;;
2022-03;Combustible fuels - non-renewable;Percentage;0.721;;
2022-04;Combustible fuels - non-renewable;Percentage;0.720;;
2022-05;Combustible fuels - non-renewable;Percentage;0.775;;
2022-06;Combustible fuels - non-renewable;Percentage;0.620;;
2022-07;Combustible fuels - non-renewable;Percentage;0.824;;
2022-08;Combustible fuels - non-renewable;Percentage;0.769;;
2022-09;Combustible fuels - non-renewable;Percentage;0.553;;
2022-10;Combustible fuels - non-renewable;Percentage;0.608;;
2022-11;Combustible fuels - non-renewable;Percentage;0.627;;
2022-12;Combustible fuels - non-renewable;Percentage;0.602;;
2023-01;Combustible fuels - non-renewable;Percentage;0.600;;
2023-02;Combustible fuels - non-renewable;Percentage;0.655;;
2023-03;Combustible fuels - non-renewable;Percentage;0.512;;
2023-04;Combustible fuels - non-renewable;Percentage;0.838;;
2023-05;Combustible fuels - non-renewable;Percentage;0.835;;
2023-06;Combustible fuels - non-renewable;Percentage;0.956;;
2023-07;Combustible fuels - non-renewable;Percentage;0.774;;
2023-08;Combustible fuels - non-renewable;Percentage;0.769;;
2023-09;Combustible fuels - non-renewable;Percentage;0.867;;
2023-10;Combustible fuels - non-renewable;Percentage;0.814;;
2023-11;Combustible fuels - non-renewable;Percentage;0.702;;
2023-12;Combustible fuels - non-renewable;Percentage;0.751;;
2024-01;Combustible fuels - non-renewable;Percentage;0.717;;
2024-02;Combustible fuels - non-renewable;Percentage;0.792;;
2024-03;Combustible fuels - non-renewable;Percentage;0.793;;
2024-04;Combustible fuels - non-renewable;Percentage;0.837;;
2024-05;Combustible fuels - non-renewable;Percentage;0.876;;
2024-06;Combustible fuels - non-renewable;Percentage;0.801;;
2024-07;Combustible fuels - non-renewable;Percentage;0.999;;
2024-08;Combustible fuels - non-renewable;Percentage;0.771;;
2024-09;Combustible fuels - non-renewable;Percentage;0.932;;
2024-10;Combustible fuels - non-renewable;Percentage;0.75;;
2024-11;Combustible fuels - non-renewable;Percentage;0.621;;
2024-12;Combustible fuels - non-renewable;Percentage;0.665;;
2025-01;Combustible fuels - non-renewable;Percentage;0.59;;
2025-02;Combustible fuels - non-renewable;Percentage;0.626;;
2025-03;Combustible fuels - non-renewable;Percentage;0.731;;
2025-04;Combustible fuels - non-renewable;Percentage;0.834;;
2025-05;Combustible fuels - non-renewable;Percentage;0.647;;
2025-06;Combustible fuels - non-renewable;Percentage;0.855;;
2025-07;Combustible fuels - non-renewable;Percentage;1.220;;
2025-08;Combustible fuels - non-renewable;Percentage;0.939;;
2017-01;Combustible fuels - renewable;Gigawatt-hour;503.023;;
2017-02;Combustible fuels - renewable;Gigawatt-hour;467.378;;
2017-03;Combustible fuels - renewable;Gigawatt-hour;505.801;;
2017-04;Combustible fuels - renewable;Gigawatt-hour;478.138;;
2017-05;Combustible fuels - renewable;Gigawatt-hour;463.688;;
2017-06;Combustible fuels - renewable;Gigawatt-hour;457.510;;
2017-07;Combustible fuels - renewable;Gigawatt-hour;384.866;;
2017-08;Combustible fuels - renewable;Gigawatt-hour;491.973;;
2017-09;Combustible fuels - renewable;Gigawatt-hour;427.699;;
2017-10;Combustible fuels - renewable;Gigawatt-hour;443.662;;
2017-11;Combustible fuels - renewable;Gigawatt-hour;530.145;;
2017-12;Combustible fuels - renewable;Gigawatt-hour;349.281;;
2018-01;Combustible fuels - renewable;Gigawatt-hour;419.486;;
2018-02;Combustible fuels - renewable;Gigawatt-hour;463.778;;
2018-03;Combustible fuels - renewable;Gigawatt-hour;369.703;;
2018-04;Combustible fuels - renewable;Gigawatt-hour;423.149;;
2018-05;Combustible fuels - renewable;Gigawatt-hour;462.533;;
2018-06;Combustible fuels - renewable;Gigawatt-hour;474.872;;
2018-07;Combustible fuels - renewable;Gigawatt-hour;485.471;;
2018-08;Combustible fuels - renewable;Gigawatt-hour;460.827;;
2018-09;Combustible fuels - renewable;Gigawatt-hour;412.082;;
2018-10;Combustible fuels - renewable;Gigawatt-hour;530.251;;
2018-11;Combustible fuels - renewable;Gigawatt-hour;543.027;;
2018-12;Combustible fuels - renewable;Gigawatt-hour;551.022;;
2019-01;Combustible fuels - renewable;Gigawatt-hour;543.074;;
2019-02;Combustible fuels - renewable;Gigawatt-hour;480.242;;
2019-03;Combustible fuels - renewable;Gigawatt-hour;546.412;;
2019-04;Combustible fuels - renewable;Gigawatt-hour;514.449;;
2019-05;Combustible fuels - renewable;Gigawatt-hour;470.339;;
2019-06;Combustible fuels - renewable;Gigawatt-hour;502.194;;
2019-07;Combustible fuels - renewable;Gigawatt-hour;559.609;;
2019-08;Combustible fuels - renewable;Gigawatt-hour;547.666;;
2019-09;Combustible fuels - renewable;Gigawatt-hour;522.127;;
2019-10;Combustible fuels - renewable;Gigawatt-hour;583.971;;
2019-11;Combustible fuels - renewable;Gigawatt-hour;574.175;;
2019-12;Combustible fuels - renewable;Gigawatt-hour;643.827;;
2020-01;Combustible fuels - renewable;Gigawatt-hour;643.138;;
2020-02;Combustible fuels - renewable;Gigawatt-hour;587.636;;
2020-03;Combustible fuels - renewable;Gigawatt-hour;649.966;;
2020-04;Combustible fuels - renewable;Gigawatt-hour;540.516;;
2020-05;Combustible fuels - renewable;Gigawatt-hour;578.372;;
2020-06;Combustible fuels - renewable;Gigawatt-hour;528.281;;
2020-07;Combustible fuels - renewable;Gigawatt-hour;481.381;;
2020-08;Combustible fuels - renewable;Gigawatt-hour;576.566;;
2020-09;Combustible fuels - renewable;Gigawatt-hour;561.454;;
2020-10;Combustible fuels - renewable;Gigawatt-hour;625.862;;
2020-11;Combustible fuels - renewable;Gigawatt-hour;636.202;;
2020-12;Combustible fuels - renewable;Gigawatt-hour;642.132;;
