TIME_PERIOD;TYPE;UNIT;OPERATION;OBS_VALUE
2015-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3409.000
2015-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2719.000
2015-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2456.000
2015-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2958.000
2015-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2779.000
2015-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3481.000
2015-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3387.000
2015-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3496.000
2016-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2996.000
2016-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2719.000
2016-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2441.000
2016-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2652.000
2016-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2273.000
2016-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2285.000
2016-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2666.000
2016-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2629.000
2016-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3032.000
2016-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3031.000
2016-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2757.000
2016-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2577.000
2017-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2649.811
2017-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2603.078
2017-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2764.346
2017-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2369.455
2017-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2727.008
2017-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2463.556
2017-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2393.760
2017-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2653.307
2017-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2695.473
2017-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2942.454
2017-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3067.805
2017-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2831.251
2018-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2724.874
2018-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2613.986
2018-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2858.585
2018-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2786.062
2018-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2812.434
2018-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2814.641
2018-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2988.628
2018-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3177.540
2018-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2928.434
2018-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3393.413
2018-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3115.144
2018-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2954.475
2019-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3217.254
2019-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2938.929
2019-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2818.373
2019-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2920.592
2019-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2475.449
2019-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2658.253
2019-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2760.743
2019-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2776.869
2019-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3260.378
2019-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3415.148
2019-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3376.823
2019-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3343.179
2020-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2854.000
2020-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2715.993
2020-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2733.572
2020-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2388.514
2020-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1972.544
2020-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2409.405
2020-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2235.341
2020-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2593.118
2020-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2828.118
2020-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3278.110
2020-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3495.899
2020-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3323.673
2021-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2686.527
2021-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2981.687
2021-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3348.995
2021-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2818.882
2021-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2561.853
2021-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2480.792
2021-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2714.389
2021-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2886.142
2021-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3174.985
2021-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3011.166
2021-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3118.907
2021-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3160.601
2022-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3060.746
2022-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3116.721
2022-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3489.796
2022-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3025.920
2022-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2782.301
2022-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2692.342
2022-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2943.847
2022-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2898.800
2022-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2885.850
2022-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3404.580
2022-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3623.573
2022-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3853.643
2023-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4085.529
2023-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3236.583
2023-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3081.577
2023-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2406.006
2023-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2242.603
2023-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1789.018
2023-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1904.027
2023-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2054.593
2023-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2713.437
2023-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3041.347
2023-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2652.543
2023-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3079.581
2024-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2525.639
2024-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1888.111
2024-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2023.765
2024-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1880.695
2024-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1703.148
2024-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1775.096
2024-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1730.236
2024-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1955.997
2024-09;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2160.323
2024-10;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2290.972
2024-11;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2684.874
2024-12;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2887.689
2025-01;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2940.006
2025-02;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;2267.944
2025-03;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1874.866
2025-04;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1405.962
2025-05;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1467.950
2025-06;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1538.840
2025-07;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1580.593
2025-08;Hard coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;1726.324
2008-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4730.000
2008-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4569.000
2008-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4540.000
2008-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4731.000
2008-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4856.000
2008-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4747.000
2008-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4895.000
2008-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4811.000
2008-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5058.000
2008-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5382.000
2008-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5059.000
2008-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5060.000
2009-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5374.000
2009-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4738.000
2009-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4852.000
2009-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4257.000
2009-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4272.000
2009-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4357.000
2009-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4846.000
2009-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4560.000
2009-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4643.000
2009-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4561.000
2009-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4735.000
2009-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4893.000
2010-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5065.000
2010-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4668.000
2010-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5000.000
2010-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4304.000
2010-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4310.000
2010-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4424.000
2010-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4866.000
2010-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4612.000
2010-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4420.000
2010-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4606.000
2010-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4689.000
2010-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4766.000
2011-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5175.000
2011-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4677.000
2011-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5160.000
2011-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4585.000
2011-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4970.000
2011-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5293.000
2011-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5221.000
2011-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5504.000
2011-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5192.000
2011-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5256.000
2011-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5125.000
2011-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5743.000
2012-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5712.000
2012-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5691.000
2012-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5246.000
2012-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5117.000
2012-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5186.000
2012-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5367.000
2012-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5387.000
2012-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5162.000
2012-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4969.000
2012-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5036.000
2012-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5217.000
2012-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5164.000
2013-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5507.000
2013-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4928.000
2013-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5477.000
2013-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5244.000
2013-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5299.000
2013-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5330.000
2013-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5564.000
2013-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5405.000
2013-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5249.000
2013-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5854.000
2013-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5686.000
2013-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5412.000
2014-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5531.000
2014-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4806.000
2014-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5211.000
2014-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4930.000
2014-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5197.000
2014-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5079.000
2014-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5483.000
2014-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5441.000
2014-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5271.000
2014-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5501.000
2014-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5221.000
2014-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5396.000
2015-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5364.000
2015-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5097.000
2015-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5456.000
2015-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4742.000
2015-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5049.000
2015-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5409.000
2015-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5735.000
2015-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5193.000
2015-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4884.000
2015-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5361.000
2015-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4918.000
2015-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4942.000
2016-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4846.000
2016-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4577.000
2016-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4741.000
2016-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4439.000
2016-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4822.000
2016-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4689.000
2016-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5424.000
2016-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5584.000
2016-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5113.000
2016-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5001.000
2016-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5166.000
2016-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5064.000
2017-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5834.911
2017-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5063.059
2017-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5143.366
2017-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4567.809
2017-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5055.695
2017-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4735.442
2017-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5459.132
2017-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4964.117
2017-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4987.349
2017-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4754.800
2017-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4855.431
2017-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4782.720
2018-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4889.264
2018-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4704.693
2018-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4833.483
2018-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4397.546
2018-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4611.884
2018-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4859.600
2018-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5444.509
2018-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4900.000
2018-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4625.900
2018-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4587.300
2018-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4611.570
2018-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4764.220
2019-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4968.942
2019-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4105.400
2019-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4080.673
2019-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3750.548
2019-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4377.632
2019-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4164.300
2019-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4106.914
2019-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4255.594
2019-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3735.362
2019-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3851.451
2019-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3812.389
2019-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3759.848
2020-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4088.648
2020-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3534.123
2020-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3161.458
2020-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3347.512
2020-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3984.108
2020-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4047.275
2020-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3714.026
2020-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3997.503
2020-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3890.520
2020-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3754.988
2020-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3702.520
2020-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3633.073
2021-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4488.095
2021-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3892.235
2021-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3676.357
2021-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4555.755
2021-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3921.064
2021-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4314.476
2021-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4531.923
2021-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4783.022
2021-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4370.993
2021-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3866.708
2021-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4315.846
2021-12;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5514.058
2022-01;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;5115.644
2022-02;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;3926.039
2022-03;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4895.461
2022-04;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4268.960
2022-05;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4608.573
2022-06;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4367.621
2022-07;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4503.481
2022-08;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4894.840
2022-09;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4555.851
2022-10;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4496.588
2022-11;Brown coal;Thousand tonnes;Transformation input - electricity and heat generation - main activity producers;4433.206
