DATAFLOW,LAST UPDATE,freq,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2022-09,83.416,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2022-10,80.801,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2022-11,87.623,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2022-12,83.770,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-01,79.462,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-02,77.506,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-03,75.063,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-04,75.929,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-05,70.820,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-06,73.947,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-07,72.126,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-08,74.579,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-09,75.136,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-10,74.046,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-11,79.190,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2023-12,75.098,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-01,75.409,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-02,73.418,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-03,72.469,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-04,69.363,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-05,66.424,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-06,71.354,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-07,70.797,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-08,72.087,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-09,68.746,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-10,74.946,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-11,79.733,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2024-12,79.465,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-01,76.342,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-02,82.603,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-03,72.275,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-04,66.298,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-05,64.631,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-06,57.412,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-07,67.290,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels,Percentage,Poland,2025-08,65.402,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-01,103.236,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-02,98.819,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-03,98.581,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-04,121.552,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-05,118.626,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-06,127.147,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-07,140.577,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-08,159.349,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-09,84.137,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-10,95.758,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-11,82.504,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2017-12,83.665,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-01,94.730,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-02,92.715,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-03,105.847,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-04,65.746,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-05,102.054,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-06,105.929,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-07,115.220,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-08,107.701,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-09,103.229,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-10,109.716,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-11,108.311,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2018-12,102.940,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-01,98.348,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-02,70.730,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-03,90.399,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-04,93.124,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-05,86.020,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-06,90.691,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-07,106.778,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-08,100.318,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-09,90.012,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-10,108.818,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-11,83.215,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2019-12,81.854,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-01,90.626,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-02,97.996,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-03,114.103,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-04,72.093,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-05,80.199,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-06,88.308,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-07,98.590,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-08,94.638,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-09,83.959,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-10,94.870,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-11,96.959,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2020-12,104.045,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-01,88.001,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-02,102.490,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-03,100.772,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-04,110.843,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-05,121.525,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-06,127.927,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-07,100.963,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-08,104.235,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-09,95.997,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-10,87.301,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-11,90.950,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2021-12,95.998,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-01,110.219,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-02,109.462,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-03,107.210,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-04,97.834,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-05,101.727,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-06,78.367,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-07,104.999,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-08,99.335,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-09,69.237,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-10,80.154,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-11,86.633,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2022-12,89.343,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-01,85.141,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-02,85.289,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-03,69.486,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-04,98.982,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-05,98.073,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-06,105.137,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-07,89.372,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-08,92.004,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-09,103.803,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-10,109.304,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-11,96.564,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2023-12,109.505,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-01,103.881,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-02,100.408,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-03,105.286,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-04,100.885,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-05,103.001,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-06,91.232,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-07,119.111,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-08,96.323,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-09,117.371,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-10,98.43,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-11,86.677,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2024-12,97.287,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-01,91.74,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-02,86.895,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-03,101.858,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-04,107.223,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-05,79.689,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-06,105.280,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-07,154.933,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Gigawatt-hour,Poland,2025-08,112.913,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-01,0.696,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-02,0.751,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-03,0.754,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-04,0.998,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-05,0.974,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-06,1.074,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-07,1.149,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-08,1.296,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-09,0.685,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-10,0.727,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-11,0.618,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2017-12,0.615,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-01,0.687,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-02,0.719,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-03,0.766,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-04,0.564,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-05,0.871,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-06,0.888,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-07,0.894,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-08,0.842,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-09,0.842,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-10,0.834,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-11,0.819,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2018-12,0.736,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-01,0.676,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-02,0.573,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-03,0.703,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-04,0.787,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-05,0.715,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-06,0.778,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-07,0.896,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-08,0.840,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-09,0.772,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-10,0.867,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-11,0.677,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2019-12,0.625,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-01,0.674,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-02,0.783,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-03,0.926,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-04,0.686,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-05,0.758,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-06,0.846,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-07,0.874,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-08,0.833,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-09,0.726,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-10,0.754,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-11,0.763,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2020-12,0.768,,
ESTAT:NRG_CB_PEM(1.0),21/11/25 23:00:00,Monthly,Combustible fuels - non-renewable,Percentage,Poland,2021-01,0.614,,
