DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2019-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2019-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2019-09,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2019-10,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2019-11,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2019-12,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-01,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-02,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-03,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-04,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-05,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-06,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-09,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-10,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-11,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2020-12,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-01,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-02,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-03,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-04,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-05,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-06,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-09,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-10,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-11,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2021-12,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-01,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-02,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-03,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-04,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-05,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-06,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-09,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-10,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-11,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2022-12,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-01,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-02,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-03,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-04,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-05,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-06,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-09,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-10,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-11,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2023-12,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-01,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-02,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-03,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-04,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-05,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-06,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-09,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-10,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-11,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2024-12,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-01,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-02,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-03,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-04,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-05,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-06,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-07,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - calculated,Oil shale and oil sands,Thousand tonnes,Poland,2025-08,0.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-01,5108.485,b,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-02,5041.477,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-03,5455.935,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-04,4845.809,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-05,5352.372,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-06,4984.304,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-07,4848.151,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-08,5202.028,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-09,5187.140,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-10,5672.078,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-11,5548.064,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2017-12,5442.507,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-01,5307.724,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-02,5018.188,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-03,5524.978,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-04,5180.949,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-05,5243.293,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-06,5251.058,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-07,5443.085,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-08,5569.698,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-09,5263.725,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-10,5983.060,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-11,5454.316,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2018-12,5148.061,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-01,5590.067,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-02,5266.603,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-03,5292.774,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-04,5176.870,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-05,4608.981,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-06,4755.034,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-07,4890.424,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-08,4886.883,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-09,5564.552,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-10,5774.959,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-11,5696.946,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2019-12,5694.975,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-01,5000.499,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-02,4745.704,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-03,5040.234,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-04,4490.224,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-05,3863.480,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-06,4534.224,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-07,4725.173,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-08,4580.692,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-09,5279.759,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-10,6209.539,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-11,5723.924,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2020-12,5607.877,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-01,4985.003,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-02,5223.945,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-03,6045.752,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-04,5199.673,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-05,4729.978,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-06,4826.779,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-07,5277.527,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-08,5232.324,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-09,5700.978,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-10,4771.334,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-11,5730.999,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2021-12,5602.261,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-01,5241.361,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-02,5201.557,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-03,6104.185,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-04,5149.891,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-05,4707.216,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-06,4507.042,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-07,4826.683,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-08,4745.397,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-09,4643.427,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-10,5267.089,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-11,5531.079,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2022-12,5817.437,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-01,5981.337,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-02,5067.536,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-03,4914.758,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-04,3772.155,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-05,3688.680,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-06,3293.866,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-07,3403.528,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-08,3912.774,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-09,4593.060,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-10,4844.364,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-11,4141.919,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2023-12,4659.137,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2024-01,4140.153,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2024-02,3005.892,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2024-03,3508.277,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2024-04,3599.705,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Gross inland deliveries - observed,Hard coal,Thousand tonnes,Poland,2024-05,3138.119,,
