DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-04,933.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-05,899.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-06,723.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-07,562.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-08,476.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-09,393.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-10,291.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-11,316.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2009-12,232.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-01,264.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-02,250.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-03,168.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-04,167.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-05,212.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-06,148.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-07,167.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-08,207.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-09,249.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-10,292.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-11,303.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2010-12,360.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-01,351.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-02,281.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-03,209.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-04,227.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-05,298.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-06,331.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-07,430.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-08,418.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-09,396.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-10,386.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-11,365.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2011-12,399.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-01,430.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-02,455.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-03,473.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-04,506.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-05,467.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-06,459.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-07,420.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-08,460.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-09,426.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-10,448.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-11,487.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2012-12,464.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-01,415.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-02,317.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-03,307.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-04,307.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-05,370.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-06,451.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-07,377.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-08,417.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-09,446.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-10,433.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-11,398.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2013-12,376.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-01,409.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-02,366.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-03,336.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-04,377.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-05,340.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-06,318.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-07,319.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-08,266.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-09,195.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-10,195.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-11,185.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2014-12,188.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-01,171.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-02,155.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-03,175.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-04,252.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-05,257.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-06,301.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-07,364.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-08,356.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-09,302.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-10,330.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-11,368.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2015-12,373.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-01,534.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-02,522.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-03,524.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-04,471.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-05,481.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-06,419.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-07,398.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-08,416.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-09,378.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-10,393.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-11,416.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2016-12,378.000,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-01,365.470,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-02,464.424,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-03,556.603,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-04,438.767,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-05,413.772,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-06,378.123,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-07,472.797,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-08,448.802,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-09,310.159,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-10,342.511,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-11,361.697,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2017-12,315.471,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-01,439.415,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-02,435.028,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-03,347.709,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-04,439.135,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-05,504.714,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-06,505.386,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-07,551.898,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-08,564.591,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-09,572.712,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-10,659.011,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-11,535.047,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2018-12,417.086,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-01,447.762,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-02,358.406,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-03,375.629,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-04,423.188,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-05,449.215,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-06,548.936,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-07,477.282,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-08,520.239,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-09,588.218,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-10,684.079,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-11,652.917,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2019-12,737.100,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-01,593.888,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-02,540.806,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-03,491.207,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-04,667.229,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-05,616.995,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-06,649.701,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-07,526.248,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-08,536.741,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-09,406.658,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-10,329.358,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-11,351.339,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2020-12,401.234,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-01,381.907,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-02,271.800,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-03,212.202,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-04,256.036,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-05,249.775,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-06,230.338,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-07,276.267,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-08,389.399,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-09,361.900,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-10,378.676,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-11,308.364,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2021-12,390.021,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-01,422.106,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-02,342.565,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-03,289.703,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-04,349.692,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-05,373.366,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-06,435.540,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-07,511.553,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-08,483.776,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-09,421.833,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-10,469.730,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-11,464.240,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2022-12,540.175,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2023-01,448.632,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2023-02,431.197,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2023-03,302.267,,
ESTAT:NRG_CB_SFFM(1.0),20/11/25 23:00:00,Monthly,Closing stocks on national territory,Coke oven coke,Thousand tonnes,Poland,2023-04,243.496,,
