TIME_PERIOD,Coal and manufactured gases (Gigawatt-hour),Coal and manufactured gases (Percentage),Combustible fuels (Gigawatt-hour),Combustible fuels (Percentage),Combustible fuels - non-renewable (Gigawatt-hour),Combustible fuels - non-renewable (Percentage),Combustible fuels - renewable (Gigawatt-hour),Combustible fuels - renewable (Percentage),Fossil energy (Gigawatt-hour),Fossil energy (Percentage),Geothermal (Gigawatt-hour),Geothermal (Percentage),Hydro (Gigawatt-hour),Hydro (Percentage),Mixed hydro power (Gigawatt-hour),Mixed hydro power (Percentage),Natural gas (Gigawatt-hour),Natural gas (Percentage),Nuclear fuels and other fuels n.e.c. (Gigawatt-hour),Nuclear fuels and other fuels n.e.c. (Percentage),Oil and petroleum products (excluding biofuel portion) (Gigawatt-hour),Oil and petroleum products (excluding biofuel portion) (Percentage),Other fuels n.e.c. (Gigawatt-hour),Other fuels n.e.c. (Percentage),Other renewable energies (Gigawatt-hour),Other renewable energies (Percentage),Pumped hydro power (Gigawatt-hour),Pumped hydro power (Percentage),Pure hydro power (Gigawatt-hour),Pure hydro power (Percentage),Renewables and biofuels (Gigawatt-hour),Renewables and biofuels (Percentage),Solar (Gigawatt-hour),Solar (Percentage),Solar photovoltaic (Gigawatt-hour),Solar photovoltaic (Percentage),Solar thermal (Gigawatt-hour),Solar thermal (Percentage),Total (Gigawatt-hour),Wind (Gigawatt-hour),Wind (Percentage),Wind off shore (Gigawatt-hour),Wind off shore (Percentage),Wind on shore (Gigawatt-hour),Wind on shore (Percentage)
2023-11,8400.946,61.112,10886.136,79.19,96.564,0.702,628.795,4.574,,,0.0,0.0,289.939,2.109,,,1759.832,12.802,0.0,0.0,,,0.0,0.0,0.0,0.0,95.099,0.692,194.84,1.417,3394.366,24.692,316.506,2.302,316.506,2.302,0.0,0.0,13746.806,2254.225,16.398,0.0,0.0,2254.225,16.398
2023-12,8366.722,57.403,10945.825,75.098,109.505,0.751,632.442,4.339,,,0.0,0.0,377.396,2.589,,,1837.156,12.605,0.0,0.0,,,0.0,0.0,0.0,0.0,122.516,0.841,254.88,1.749,4139.495,28.401,138.491,0.95,138.491,0.95,0.0,0.0,14575.394,3113.682,21.363,0.0,0.0,3113.682,21.363
2024-01,8230.378,56.841,10918.867,75.409,103.881,0.717,623.494,4.306,10295.373,71.103,0.0,0.0,432.125,2.134,,,1961.114,13.544,0.0,0.0,,,0.0,0.0,0.0,0.0,123.082,,309.043,2.134,4184.177,28.897,213.173,1.472,213.173,1.472,0.0,0.0,14602.632,3038.467,20.985,0.0,0.0,3038.467,20.985
2024-02,6917.06,54.548,9309.974,73.418,100.408,0.792,557.86,4.399,8752.114,69.019,0.0,0.0,423.044,2.498,,,1734.646,13.679,0.0,0.0,,,0.0,0.0,0.0,0.0,106.316,,316.728,2.498,3928.655,30.981,404.194,3.187,404.194,3.187,0.0,0.0,12787.085,2649.873,20.897,0.0,0.0,2649.873,20.897
2024-03,7293.874,54.948,9619.754,72.469,105.286,0.793,569.729,4.292,9050.025,68.177,0.0,0.0,396.098,2.189,,,1650.865,12.437,0.0,0.0,,,0.0,0.0,0.0,0.0,105.55,,290.548,2.189,4224.22,31.823,1118.415,8.425,1118.415,8.425,0.0,0.0,13379.795,2245.528,16.916,0.0,0.0,2245.528,16.916
2024-04,6476.609,53.731,8360.927,69.363,100.885,0.837,476.094,3.95,7884.833,65.414,0.0,0.0,348.356,2.014,,,1307.339,10.846,0.0,0.0,,,0.0,0.0,0.0,0.0,105.629,,242.727,2.014,4168.969,34.586,1439.896,11.946,1439.896,11.946,0.0,0.0,12159.431,2010.252,16.677,0.0,0.0,2010.252,16.677
2024-05,6307.405,53.65,7809.25,66.424,103.001,0.876,519.51,4.419,7289.74,62.005,0.0,0.0,254.775,1.424,,,879.334,7.479,0.0,0.0,,,0.0,0.0,0.0,0.0,87.38,,167.395,1.424,4466.874,37.995,2317.154,19.709,2317.154,19.709,0.0,0.0,11843.994,1462.815,12.442,0.0,0.0,1462.815,12.442
2024-06,6673.135,58.56,8130.987,71.354,91.232,0.801,520.03,4.564,7610.957,66.79,0.0,0.0,201.389,1.225,,,846.59,7.429,0.0,0.0,,,0.0,0.0,5.646,0.05,61.853,,139.536,1.225,3784.327,33.21,2027.857,17.796,2027.857,17.796,0.0,0.0,11457.137,1091.258,9.576,0.0,0.0,1091.258,9.576
2024-07,6673.457,55.952,8444.056,70.797,119.111,0.999,508.54,4.264,7935.516,66.533,0.0,0.0,177.531,1.063,,,1142.948,9.583,0.0,0.0,,,0.0,0.0,6.279,0.053,50.76,,126.771,1.063,3991.585,33.467,2192.297,18.381,2192.297,18.381,0.0,0.0,11977.861,1157.698,9.706,0.0,0.0,1157.698,9.706
2024-08,6725.071,53.86,9000.809,72.087,96.323,0.771,555.958,4.453,8444.851,67.634,0.0,0.0,169.503,0.911,,,1623.457,13.002,0.0,0.0,,,0.0,0.0,5.699,0.046,55.811,,113.692,0.911,4041.244,32.366,2130.739,17.065,2130.739,17.065,0.0,0.0,12541.906,1235.156,9.892,0.0,0.0,1235.156,9.892
2024-09,6292.971,49.98,8655.741,68.746,117.371,0.932,576.116,4.576,8079.625,64.17,0.0,0.0,155.184,0.827,,,1669.283,13.258,0.0,0.0,,,0.0,0.0,8.19,0.065,51.075,,104.109,0.827,4511.308,35.83,1624.847,12.905,1624.847,12.905,0.0,0.0,12642.008,2198.046,17.457,0.0,0.0,2198.046,17.457
2024-10,7236.361,55.138,9836.028,74.946,98.43,0.75,621.725,4.737,9214.303,70.209,0.0,0.0,182.916,0.958,,,1879.512,14.321,0.0,0.0,,,0.0,0.0,9.277,0.071,57.123,,125.793,0.958,3909.815,29.791,1038.115,7.91,1038.115,7.91,0.0,0.0,13181.241,2114.905,16.115,0.0,0.0,2114.905,16.115
2024-11,8180.172,58.569,11136.064,79.733,86.677,0.621,642.759,4.602,10493.305,75.131,0.0,0.0,164.243,0.781,,,2226.456,15.941,0.0,0.0,,,0.0,0.0,8.835,0.063,55.179,,109.064,0.781,3473.336,24.869,357.782,2.562,357.782,2.562,0.0,0.0,14021.82,2354.896,16.861,0.0,0.0,2354.896,16.861
2024-12,8702.866,59.458,11631.39,79.465,97.287,0.665,710.508,4.854,10920.882,74.611,0.0,0.0,200.062,0.951,,,2120.729,14.489,0.0,0.0,,,0.0,0.0,11.551,0.079,60.919,,139.143,0.951,3716.209,25.389,235.275,1.607,235.275,1.607,0.0,0.0,14698.01,2619.732,17.898,0.0,0.0,2619.732,17.898
2025-01,8870.494,57.06,11868.176,76.342,91.74,0.59,655.137,4.214,11213.039,72.128,0.0,0.0,231.162,1.051,,,2250.805,14.478,0.0,0.0,,,0.0,0.0,9.77,0.063,67.728,,163.434,1.051,4332.931,27.872,381.923,2.457,381.923,2.457,0.0,0.0,15613.698,3122.667,20.087,0.0,0.0,3122.667,20.087
2025-02,8727.502,62.924,11457.068,82.603,86.895,0.626,624.123,4.5,10832.945,78.104,0.0,0.0,193.402,0.913,,,2018.548,14.553,0.0,0.0,,,0.0,0.0,5.999,0.043,66.837,,126.565,0.913,3037.011,21.896,847.165,6.108,847.165,6.108,0.0,0.0,13936.793,1433.159,10.333,0.0,0.0,1433.159,10.333
2025-03,7289.229,52.3,10073.206,72.275,101.858,0.731,642.614,4.611,9430.592,67.664,0.0,0.0,232.155,1.053,,,2039.505,14.633,0.0,0.0,,,0.0,0.0,7.718,0.055,85.461,,146.694,1.053,4506.823,32.336,1751.665,12.568,1751.665,12.568,0.0,0.0,14022.876,1958.132,14.049,0.0,0.0,1958.132,14.049
2025-04,5862.187,45.586,8525.728,66.298,107.223,0.834,674.304,5.244,7851.424,61.055,0.0,0.0,230.543,1.092,,,1882.014,14.635,0.0,0.0,,,0.0,0.0,8.239,0.064,90.121,,140.422,1.092,5008.192,38.945,2483.553,19.313,2483.553,19.313,0.0,0.0,12949.737,1701.674,13.233,0.0,0.0,1701.674,13.233
2025-05,5584.051,45.36,7956.403,64.631,79.689,0.647,678.071,5.508,7278.332,59.123,0.0,0.0,230.198,1.14,,,1614.592,13.116,0.0,0.0,,,0.0,0.0,7.466,0.061,89.91,,140.288,1.14,5032.089,40.877,2591.845,21.054,2591.845,21.054,0.0,0.0,12400.331,1614.419,13.114,0.0,0.0,1614.419,13.114
2025-06,5023.213,40.794,7069.499,57.412,105.28,0.855,619.651,5.032,6449.848,52.379,0.0,0.0,209.344,1.063,,,1321.355,10.731,0.0,0.0,,,0.0,0.0,10.544,0.086,78.478,,130.866,1.063,5863.851,47.621,2859.369,23.221,2859.369,23.221,0.0,0.0,12392.177,2243.421,18.219,0.0,0.0,2243.421,18.219
2025-07,6125.07,48.225,8546.508,67.29,154.933,1.22,539.67,4.249,8006.838,63.041,0.0,0.0,200.735,0.828,,,1726.835,13.596,0.0,0.0,,,0.0,0.0,9.403,0.074,95.617,,105.118,0.828,4694.147,36.959,2630.197,20.709,2630.197,20.709,0.0,0.0,12796.602,1409.759,11.1,0.0,0.0,1409.759,11.1
2025-08,5542.573,46.109,7861.585,65.402,112.913,0.939,631.305,5.252,7230.28,60.15,0.0,0.0,199.785,0.831,,,1574.794,13.101,0.0,0.0,,,0.0,0.0,9.23,0.077,99.843,,99.942,0.831,4790.182,39.85,2716.712,22.601,2716.712,22.601,0.0,0.0,12120.305,1332.993,11.089,0.0,0.0,1332.993,11.089
