TIME_PERIOD,brown coal - change in stock - thousand tonnes,brown coal - closing stocks on national territory - thousand tonnes,brown coal - exports - thousand tonnes,brown coal - gross inland deliveries - calculated - thousand tonnes,brown coal - imports - thousand tonnes,brown coal - indigenous production - thousand tonnes,brown coal - opening stocks on national territory - thousand tonnes,brown coal - transformation input - electricity and heat generation - main activity producers - thousand tonnes,coke oven coke - change in stock - thousand tonnes,coke oven coke - closing stocks on national territory - thousand tonnes,coke oven coke - exports - thousand tonnes,coke oven coke - final consumption - industry sector - iron and steel - thousand tonnes,coke oven coke - gross inland deliveries - calculated - thousand tonnes,coke oven coke - imports - thousand tonnes,coke oven coke - imports from outside eu - thousand tonnes,coke oven coke - indigenous production - thousand tonnes,coke oven coke - opening stocks on national territory - thousand tonnes,hard coal - change in stock - thousand tonnes,hard coal - closing stocks on national territory - thousand tonnes,hard coal - exports - thousand tonnes,hard coal - final consumption - industry sector - iron and steel - thousand tonnes,hard coal - final consumption - industry sector - thousand tonnes,hard coal - final consumption - other sectors - thousand tonnes,hard coal - gross inland deliveries - calculated - thousand tonnes,hard coal - gross inland deliveries - observed - thousand tonnes,hard coal - imports - thousand tonnes,hard coal - imports from outside eu - thousand tonnes,hard coal - indigenous production - thousand tonnes,hard coal - opening stocks on national territory - thousand tonnes,hard coal - recovered and recycled products - thousand tonnes,hard coal - statistical differences - thousand tonnes,hard coal - transformation input - coke ovens - thousand tonnes,hard coal - transformation input - electricity and heat generation - main activity producers - thousand tonnes,oil shale and oil sands - change in stock - thousand tonnes,oil shale and oil sands - closing stocks on national territory - thousand tonnes,oil shale and oil sands - exports - thousand tonnes,oil shale and oil sands - gross inland deliveries - calculated - thousand tonnes,oil shale and oil sands - imports - thousand tonnes,oil shale and oil sands - indigenous production - thousand tonnes,oil shale and oil sands - opening stocks on national territory - thousand tonnes,oil shale and oil sands - transformation input - electricity and heat generation - main activity producers - thousand tonnes,peat - change in stock - thousand tonnes,peat - closing stocks on national territory - thousand tonnes,peat - exports - thousand tonnes,peat - gross inland deliveries - calculated - thousand tonnes,peat - imports - thousand tonnes,peat - indigenous production - thousand tonnes,peat - opening stocks on national territory - thousand tonnes,peat - transformation input - electricity and heat generation - main activity producers - thousand tonnes
2016-09,-29.0,564.0,16.0,5193.0,26.0,5212.0,535.0,5113.0,38.0,378.0,587.0,181.0,273.0,16.0,,806.0,416.0,2356.0,4369.0,914.0,,553.0,3291.0,8367.0,,715.0,,6172.0,6725.0,38.0,,1043.0,3032.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10,13.0,551.0,2.0,5055.0,17.0,5027.0,564.0,5001.0,-15.0,393.0,593.0,223.0,229.0,10.0,,827.0,378.0,417.0,3952.0,898.0,,615.0,1313.0,6305.0,,472.0,,6274.0,4369.0,40.0,,1077.0,3031.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11,34.0,517.0,15.0,5333.0,25.0,5289.0,551.0,5166.0,-23.0,416.0,553.0,207.0,220.0,10.0,,786.0,393.0,273.0,3679.0,749.0,,735.0,1165.0,6506.0,,854.0,,6096.0,3952.0,32.0,,1023.0,2757.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12,-49.0,566.0,27.0,5202.0,18.0,5260.0,517.0,5064.0,38.0,378.0,604.0,215.0,282.0,9.0,,839.0,416.0,235.0,3444.0,706.0,,755.0,1151.0,6682.0,,1072.0,,6046.0,3679.0,35.0,,1069.0,2577.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01,-104.113,670.498,17.347,5950.46,19.919,6052.001,566.385,5834.911,12.33,365.47,539.154,228.969,254.131,5.769,5.509,775.186,377.8,196.48,3247.442,506.0,9.08,557.867,983.531,5810.524,5108.485,458.351,454.172,5635.617,3443.922,26.076,702.039,917.276,2649.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-02,46.291,624.207,11.172,5150.698,14.304,5101.275,670.498,5063.059,-98.954,464.424,380.838,206.216,244.365,10.385,5.893,713.772,365.47,183.588,3063.854,659.337,8.817,542.588,978.535,5547.361,5041.477,814.784,809.591,5174.079,3247.442,34.247,505.884,917.276,2603.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-03,11.936,612.271,21.959,5207.484,19.739,5197.768,624.207,5143.366,-92.179,556.603,470.549,181.212,254.855,12.419,7.326,805.164,464.424,32.766,3031.088,762.293,8.817,583.47,1348.747,6004.677,5455.935,726.542,713.974,5968.345,3063.854,39.317,548.742,759.372,2764.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-04,14.734,597.537,20.602,4604.768,20.942,4589.694,612.271,4567.809,117.836,438.767,638.963,199.768,254.593,8.479,3.713,767.241,556.603,-17.005,3048.093,587.526,8.905,524.672,956.126,5773.714,4845.809,1054.86,1024.671,5284.878,3031.088,38.507,927.905,995.556,2369.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-05,-6.399,603.936,23.037,5082.096,15.651,5095.881,597.537,5055.695,24.995,413.772,546.778,217.14,297.83,17.091,10.227,802.522,438.767,137.688,2910.405,593.466,18.057,541.503,1041.719,5855.682,5352.372,768.723,750.208,5504.988,3048.093,37.749,503.31,1042.142,2727.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-06,122.388,481.548,15.178,4823.091,19.181,4696.7,603.936,4735.442,35.649,378.123,555.363,209.395,260.419,6.732,4.461,773.401,413.772,133.768,2776.637,563.84,18.057,516.468,1001.986,5629.559,4984.304,824.169,796.452,5196.279,2910.405,39.183,645.255,1002.294,2463.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-07,120.546,361.002,0.019,5490.934,15.469,5354.938,481.548,5459.132,-94.674,472.797,457.463,219.444,268.074,12.215,6.722,807.996,378.123,-113.82,2890.457,595.725,18.057,540.081,864.367,5642.18,4848.151,1175.594,1140.462,5132.392,2776.637,43.739,794.029,1049.943,2393.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-08,-72.631,433.633,14.12,5022.358,20.814,5088.295,361.002,4964.117,23.995,448.802,602.402,210.713,259.183,13.111,4.752,824.479,472.797,0.237,2890.22,548.134,30.664,536.802,951.048,6227.906,5202.028,1395.386,1346.589,5330.065,2890.457,50.352,1025.878,1060.871,2653.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-09,-124.296,557.929,27.377,5079.23,21.176,5209.727,433.633,4987.349,138.643,310.159,602.402,216.787,347.276,39.689,16.734,771.346,448.802,-147.279,3037.499,506.26,33.0,567.677,939.115,6310.09,5187.14,1286.136,1251.262,5632.718,2890.22,44.775,1122.95,984.875,2695.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-10,55.18,502.749,28.089,4866.271,41.171,4798.009,557.929,4754.8,-32.352,342.511,521.028,192.227,270.459,26.153,16.734,797.686,310.159,-167.642,3205.141,501.294,33.0,688.644,1015.413,6709.918,5672.078,1373.907,1335.456,5953.326,3037.499,51.621,1037.84,1025.567,2942.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-11,20.025,482.724,40.635,4959.158,38.758,4941.01,502.749,4855.431,-19.186,361.697,556.441,202.166,231.855,24.947,3.92,782.535,342.511,0.511,3204.63,569.815,33.0,631.798,842.871,6781.434,5548.064,1625.911,1586.265,5672.156,3205.141,52.671,1233.37,1005.59,3067.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2017-12,-146.131,628.855,36.351,4885.226,32.346,5035.362,482.724,4782.72,46.226,315.471,601.932,201.62,294.142,37.085,11.788,812.763,361.697,588.779,2615.851,455.155,33.0,585.342,978.621,6894.964,5442.507,1719.315,1687.573,4995.099,3204.63,46.926,1452.457,1047.293,2831.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-01,77.094,551.761,32.687,4975.644,29.048,4902.189,628.855,4889.264,-123.944,439.415,504.136,223.643,234.707,22.039,6.477,840.748,315.471,-90.837,2706.688,437.121,33.0,691.358,800.219,6209.716,5307.724,1535.268,1511.687,5162.406,2615.851,40.0,901.992,1091.273,2724.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-02,30.044,521.717,36.881,4812.164,19.227,4799.774,551.761,4704.693,4.387,435.028,560.788,203.732,223.687,28.148,13.614,751.94,439.415,-272.975,2979.663,273.777,33.0,634.168,793.716,6028.806,5018.188,1357.822,1327.905,5182.582,2706.688,35.154,1010.618,976.318,2613.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-03,-47.333,569.05,30.05,4980.995,32.208,5026.17,521.717,4833.483,87.319,347.709,663.346,244.88,263.274,13.32,4.664,825.981,435.028,6.245,2973.418,435.028,33.0,739.897,850.387,6830.906,5524.978,1615.57,1573.583,5600.138,2979.663,43.981,1305.928,1076.109,2858.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-04,14.232,554.818,12.397,4497.511,22.191,4473.485,569.05,4397.546,-91.426,439.135,508.895,194.687,213.895,8.698,4.341,805.518,347.709,3.959,2969.459,381.519,33.0,611.399,734.363,6325.358,5180.949,1406.508,1383.914,5251.917,2973.418,44.493,1144.409,1049.125,2786.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-05,1.08,553.738,18.55,4717.492,15.536,4719.426,554.818,4611.884,-65.579,504.714,540.001,221.115,244.753,21.743,12.458,828.59,439.135,-178.477,3147.936,378.577,46.0,624.529,728.39,6300.58,5243.293,1561.387,1236.004,5261.485,2969.459,34.762,1057.287,1077.94,2812.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-06,-15.9,569.6,18.66,4967.585,15.945,4986.2,553.7,4859.6,-0.672,505.386,552.648,217.666,264.731,18.269,8.894,799.782,504.714,-96.727,3244.663,414.772,53.0,578.498,818.129,6410.262,5251.058,1535.329,1510.39,5350.054,3147.936,36.378,1159.204,1039.79,2814.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-07,-38.621,608.221,0.101,5568.522,12.356,5594.888,569.6,5444.509,-46.512,551.898,561.117,184.777,213.204,11.891,6.458,808.942,505.386,147.101,3097.562,393.924,53.0,552.658,850.0,6952.042,5443.085,2004.59,1979.979,5148.071,3244.663,46.204,1508.957,1051.799,2988.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-08,47.518,560.703,23.594,4986.99,20.988,4942.078,608.221,4900.0,-12.693,564.591,558.446,160.749,223.033,11.663,7.776,782.509,551.898,113.211,2984.351,440.6,30.0,558.217,818.582,6607.183,5569.698,1478.182,1457.006,5418.824,3097.562,37.566,1037.485,1015.359,3177.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-09,-47.297,608.0,23.528,4672.664,18.189,4725.3,560.703,4625.9,-8.121,572.712,499.61,187.625,235.454,12.807,4.931,730.378,564.591,195.019,2789.332,389.457,30.0,461.211,822.281,6352.941,5263.725,1619.871,1582.121,4888.107,2984.351,39.401,1089.216,1051.799,2928.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-10,49.619,558.381,32.751,4741.446,24.326,4700.252,608.0,4587.3,-86.299,659.011,434.599,217.605,292.709,34.102,6.77,779.505,572.712,-166.536,2955.868,403.152,30.0,634.119,939.476,7448.59,5983.06,2119.972,2074.742,5854.862,2789.332,43.444,1465.53,1016.052,3393.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-11,28.541,529.84,32.196,4731.391,14.098,4720.948,558.381,4611.57,123.964,535.047,633.229,207.644,265.057,8.054,6.077,766.268,659.011,-455.672,3411.54,448.468,30.0,599.933,733.068,6383.019,5454.316,1716.275,1663.764,5531.762,2955.868,39.122,928.703,1006.171,3115.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2018-12,-95.98,625.82,25.63,4868.804,10.271,4980.143,529.84,4764.22,117.961,417.086,668.824,223.104,237.664,16.936,4.647,771.591,535.047,63.832,3347.708,390.909,30.0,517.44,626.254,6152.602,5148.061,1714.245,1684.537,4733.838,3411.54,31.596,1004.541,1049.892,2954.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-01,37.139,588.681,16.574,5084.815,3.12,5061.13,625.82,4968.942,-30.676,447.762,515.279,222.1,297.546,34.781,27.097,808.72,417.086,268.41,3079.298,365.768,30.0,643.397,661.39,7386.055,5590.067,2175.887,2148.823,5271.34,3347.708,36.186,1795.988,1068.026,3217.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-02,-4.221,592.902,23.615,4225.665,11.901,4241.6,588.681,4105.4,89.356,358.406,588.446,191.639,211.379,7.564,5.769,702.905,447.762,68.881,3010.417,381.585,30.0,767.839,649.923,6203.587,5266.603,1676.579,1651.663,4801.79,3079.298,37.922,936.984,909.912,2938.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-03,-35.213,628.115,25.308,4170.648,12.589,4218.58,592.902,4080.673,-17.223,375.629,534.346,219.706,244.637,15.627,11.12,780.579,358.406,-506.939,3517.356,458.458,40.0,694.445,750.82,5919.852,5292.774,1397.623,1386.746,5447.068,3010.417,40.558,627.078,1029.136,2818.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-04,77.634,550.481,7.581,3857.699,15.633,3772.013,628.115,3750.548,-47.559,423.188,518.435,190.258,216.751,11.303,10.404,771.442,375.629,-661.635,4178.991,405.909,40.0,575.274,676.969,5443.363,5176.87,1153.519,1140.14,5326.979,3517.356,30.409,266.493,1004.035,2920.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-05,-6.048,556.529,1.841,4515.163,15.203,4507.849,550.481,4377.632,-26.027,449.215,568.154,191.017,215.253,11.664,8.318,797.77,423.188,-863.149,5042.14,407.467,50.0,475.49,618.635,5204.677,4608.981,1182.659,1168.881,5259.479,4178.991,33.155,595.696,1039.407,2475.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-06,-61.271,617.8,0.988,4277.792,11.451,4328.6,556.529,4164.3,-99.721,548.936,472.743,162.327,200.413,10.755,7.971,762.122,449.215,-276.803,5318.943,389.6,50.0,461.772,647.943,5248.226,4755.034,1193.296,1182.639,4685.229,5042.14,36.104,493.192,987.066,2658.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-07,-13.68,631.48,0.11,4248.931,15.087,4247.634,617.8,4106.914,71.654,477.282,674.136,170.897,183.505,17.631,11.216,768.356,548.936,-447.782,5766.725,397.438,50.0,411.087,708.705,5840.716,4890.424,1356.756,1346.816,5288.384,5318.943,40.796,950.292,1009.889,2760.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-08,93.811,537.669,11.128,4332.877,15.226,4234.968,631.48,4255.594,-42.957,520.239,506.0,169.741,224.68,8.957,7.262,764.68,477.282,-478.662,6245.387,332.406,50.0,452.03,657.686,5571.366,4886.883,1319.061,1307.541,5020.876,5766.725,42.497,684.483,1000.298,2776.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-09,-40.064,577.733,4.637,3852.086,17.915,3878.872,537.669,3735.362,-67.979,588.218,451.846,156.449,202.064,11.743,8.557,710.146,520.239,200.919,6044.468,287.379,50.0,568.25,735.626,6290.407,5564.552,1307.851,1285.661,5024.56,6245.387,44.456,725.855,1000.298,3260.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-10,51.149,526.584,22.52,3973.418,25.466,3919.323,577.733,3851.451,-95.861,684.079,458.185,146.143,190.632,10.975,9.937,733.703,588.218,172.548,5871.92,345.039,50.0,629.655,774.807,6689.603,5774.959,1383.333,1372.683,5435.181,6044.468,43.58,914.644,955.349,3415.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-11,-32.564,559.148,20.522,3934.008,17.624,3969.47,526.584,3812.389,31.162,652.917,482.441,171.35,218.104,9.848,5.846,659.535,684.079,-92.544,5964.464,319.047,30.0,586.179,858.109,5996.91,5696.946,1244.384,1237.218,5126.562,5871.92,37.555,299.964,875.835,3376.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2019-12,-77.635,636.783,11.919,3865.478,6.492,3948.54,559.148,3759.848,-84.878,737.1,400.467,148.59,163.371,19.279,10.898,629.437,652.222,-495.874,6460.338,289.99,30.0,573.66,943.345,5930.18,5694.975,1746.126,1735.723,4935.938,5964.464,33.98,235.205,834.791,3343.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-01,138.57,498.213,17.149,4227.491,8.001,4098.069,636.783,4088.648,143.212,593.888,664.011,161.814,176.356,8.814,8.238,688.341,737.1,-1026.766,7487.104,287.61,30.0,324.289,908.316,5025.755,5000.499,1082.404,1078.88,5230.615,6460.338,27.112,25.256,913.894,2854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-02,-44.547,542.76,14.33,3656.897,4.796,3710.978,498.213,3534.123,53.082,540.806,588.723,149.39,153.163,7.214,5.1,681.59,593.888,-712.57,8199.674,272.388,30.0,285.886,830.064,4789.626,4745.704,789.627,784.389,4956.293,7487.104,28.664,43.922,913.761,2715.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-03,-38.587,581.347,4.575,3278.566,13.107,3308.621,542.76,3161.458,49.599,491.207,636.94,162.56,165.493,10.317,8.197,742.517,540.806,-339.048,8538.722,376.987,30.0,253.502,1072.299,5203.686,5040.234,834.287,828.385,5057.644,8199.674,27.79,163.452,980.861,2733.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-04,15.763,565.584,1.331,3457.51,12.766,3430.312,581.347,3347.512,-176.022,667.229,260.66,165.523,176.075,13.771,8.759,598.986,491.207,-295.743,8834.465,351.389,25.0,196.446,967.402,4127.317,4490.224,518.963,512.85,4237.13,8538.722,18.356,-362.907,937.862,2388.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-05,21.66,543.924,0.129,4024.906,11.734,3991.641,565.584,3984.108,50.234,616.995,440.477,143.62,155.717,13.906,9.604,532.054,667.229,338.052,8496.413,325.173,25.0,146.169,1063.337,4223.789,3863.48,1005.389,1002.549,3185.116,8834.465,20.405,360.309,681.43,1972.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-06,174.114,369.81,0.666,4068.513,12.396,3882.669,543.924,4047.275,-32.706,649.701,376.992,133.188,147.21,10.315,8.412,546.593,616.995,204.576,8291.837,349.626,30.0,200.742,1097.922,4722.522,4534.224,1019.438,1016.672,3828.573,8496.413,19.561,188.298,826.155,2409.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-07,-40.578,410.388,0.026,3799.461,12.53,3827.535,369.81,3714.026,123.453,526.248,551.386,163.357,167.974,16.309,1.738,579.598,649.701,-829.066,9120.903,399.737,30.0,204.402,1508.725,4857.958,4725.173,1060.861,1060.357,4995.003,8291.837,30.897,132.785,776.705,2235.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-08,-62.243,472.631,0.696,4104.557,10.575,4156.921,410.388,3997.503,-10.493,536.741,480.854,120.942,128.39,19.016,4.454,600.721,526.248,-317.604,9438.507,404.505,30.0,179.367,1097.976,4700.471,4580.692,1160.303,1157.705,4230.17,9120.903,32.107,119.779,710.231,2593.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2020-09,-13.271,485.902,2.57,3963.523,9.218,3970.146,472.631,3890.52,130.083,406.658,603.001,147.468,154.009,27.318,5.911,599.609,536.741,-392.037,9830.544,422.644,30.0,148.799,1543.966,5019.759,5279.759,1392.625,1388.857,4402.793,9438.507,39.022,-260.0,758.876,2828.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
